State,Poll,Source,Start Date,End Date,Sample Size,Sample Type,MoE,Biden,Trump
North Carolina,USA Today/Suffolk*,https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/other-states,2020-09-11 00:00:00,2020-09-14 00:00:00,500,LV,4.4,46.0,43.0
North Carolina,WRAL-TV/SurveyUSA,https://wwwcache.wral.com/asset/news/state/nccapitol/2020/09/14/19286159/PollPrint-DMID1-5o6uj4sqc.pdf,2020-09-10 00:00:00,2020-09-13 00:00:00,596,LV,5.6,47.0,47.0
North Carolina,CNN*,http://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,2020-09-09 00:00:00,2020-09-13 00:00:00,787,LV,4.4,49.0,46.0
North Carolina,Trafalgar Group (R)*,https://www.thetrafalgargroup.org/news/nc-pres-0920/,2020-09-09 00:00:00,2020-09-11 00:00:00,1046,LV,3.0,46.0,48.0
North Carolina,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/elections/election_2020/north_carolina_trump_48_biden_46,2020-09-07 00:00:00,2020-09-08 00:00:00,1000,LV,3.0,46.0,48.0
North Carolina,CNBC/Change Research (D),https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,2020-09-04 00:00:00,2020-09-06 00:00:00,,LV,,49.0,47.0
North Carolina,Monmouth*,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_NC_090320/,2020-08-29 00:00:00,2020-09-01 00:00:00,401,,4.9,48.0,46.0
North Carolina,FOX News*,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/North-Carolina.pdf,2020-08-29 00:00:00,2020-09-01 00:00:00,722,LV,3.5,50.0,46.0
North Carolina,East Carolina U.,https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-of-likely-voters-in-north-carolina-trump-leads-biden-by-two-points-tillis-and-cunningham-tied-cooper-leads-forest-by-ten-points-other-statewide-races-competitive,2020-08-29 00:00:00,2020-08-30 00:00:00,1101,LV,3.4,47.0,49.0
North Carolina,CNBC/Change Research (D),https://changeresearch.com/wp-content/uploads/2020/08/CNBC-CR_Battleground-Toplines_Wave-12_August-21-23-Wave-12_-8_21-8_23.pdf,2020-08-21 00:00:00,2020-08-23 00:00:00,560,LV,,48.0,47.0
North Carolina,East Carolina U.,https://surveyresearch-ecu.reportablenews.com/pr/latest-ecu-poll-shows-trump-and-biden-tied-in-north-carolina-democrats-leading-in-contests-for-governor-and-u-s-senate-kamala-harris-selection-draws-mixed-reaction,2020-08-12 00:00:00,2020-08-13 00:00:00,1255,RV,3.2,47.0,47.0
North Carolina,Emerson,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,2020-08-08 00:00:00,2020-08-10 00:00:00,673,LV,3.8,46.0,48.0
North Carolina,CNBC/Change Research (D),https://9b1b5e59-cb8d-4d7b-8493-111f8aa90329.usrfiles.com/ugd/9b1b5e_41d9f1b0245c4c138aa26d496625d005.pdf,2020-08-07 00:00:00,2020-08-09 00:00:00,491,LV,,47.0,48.0
North Carolina,Civitas/Harper (R)*,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,2020-08-06 00:00:00,2020-08-10 00:00:00,600,LV,4.0,45.0,44.0
North Carolina,Rasmussen Reports,https://amgreatness.com/2020/08/10/trump-beating-biden-in-north-carolina-per-new-cag-rasmussen-poll/,2020-08-06 00:00:00,2020-08-07 00:00:00,750,LV,4.0,47.0,48.0
North Carolina,CBS News/YouGov,https://drive.google.com/file/d/1jDu_IMRdUTbdmA-VfpP-neMT3-lYw969/view,2020-07-28 00:00:00,2020-07-31 00:00:00,1129,LV,3.9,48.0,44.0
North Carolina,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-10,2020-07-24 00:00:00,2020-07-26 00:00:00,284,LV,,49.0,46.0
North Carolina,NBC News/Marist,https://assets.documentcloud.org/documents/7007170/NBC-News-Marist-Poll-NC-Annotated-Questionnaire.pdf,2020-07-14 00:00:00,2020-07-22 00:00:00,882,RV,4.0,51.0,44.0
North Carolina,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-9,2020-07-10 00:00:00,2020-07-12 00:00:00,655,LV,,47.0,46.0
North Carolina,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/07/NorthCarolinaResults7920.pdf,2020-07-07 00:00:00,2020-07-08 00:00:00,881,RV,3.4,50.0,46.0
North Carolina,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-8,2020-06-26 00:00:00,2020-06-28 00:00:00,597,LV,3.9,51.0,44.0
North Carolina,East Carolina U.,https://surveyresearch-ecu.reportablenews.com/pr/presidential-and-senate-elections-remain-highly-competitive-in-battleground-north-carolina-cooper-continues-to-lead-forest-in-race-for-governor,2020-06-22 00:00:00,2020-06-25 00:00:00,1149,RV,3.4,45.0,44.0
North Carolina,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/06/NC62420Results.pdf,2020-06-22 00:00:00,2020-06-23 00:00:00,1230,RV,2.9,48.0,46.0
North Carolina,FOX News,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_North-Carolina_Topline_June-25-Release.pdf,2020-06-20 00:00:00,2020-06-23 00:00:00,1012,RV,3.0,47.0,45.0
North Carolina,Gravis,https://www.realclearpolitics.com/docs/2020/North_Carolina_OAN_Gravis_June_2020.pdf,2020-06-17 00:00:00,2020-06-17 00:00:00,631,RV,3.9,43.0,46.0
North Carolina,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,2020-06-12 00:00:00,2020-06-14 00:00:00,378,LV,,47.0,45.0
North Carolina,NY Times/Siena,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,2020-06-08 00:00:00,2020-06-18 00:00:00,653,RV,4.1,49.0,40.0
North Carolina,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/06/NCResultsJune2020.pdf,2020-06-02 00:00:00,2020-06-03 00:00:00,949,RV,3.2,49.0,45.0
North Carolina,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-6,2020-05-29 00:00:00,2020-05-31 00:00:00,806,LV,,46.0,45.0
North Carolina,Civitas/Harper (R),https://www.nccivitas.org/2020/gov-roy-coopers-job-approval-takes-dip-president-trumps-job-disapproval-climbs/,2020-05-26 00:00:00,2020-05-28 00:00:00,500,LV,4.4,44.0,47.0
North Carolina,East Carolina U.,https://surveyresearch-ecu.reportablenews.com/pr/presidential-and-senate-races-remain-close-in-north-carolina-cooper-leads-forest-and-earns-high-approval-for-state-s-coronavirus-response,2020-05-07 00:00:00,2020-05-09 00:00:00,1111,RV,3.4,43.0,46.0
North Carolina,WRAL-TV/SurveyUSA,https://www.wral.com/coronavirus/wral-poll-pandemic-becoming-factor-in-fall-elections/19075477/,2020-04-23 00:00:00,2020-04-26 00:00:00,580,LV,5.5,50.0,45.0
North Carolina,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/04/NCResultsApril2020.pdf,2020-04-14 00:00:00,2020-04-15 00:00:00,1318,RV,2.7,48.0,47.0
North Carolina,Civitas/Harper (R),https://www.nccivitas.org/polling/headed-status-quo-election/,2020-04-05 00:00:00,2020-04-07 00:00:00,500,LV,4.4,42.0,49.0
North Carolina,East Carolina U.,https://surveyresearch-ecu.reportablenews.com/pr/biden-and-sanders-in-close-race-in-north-carolina-presidential-primary-potential-general-election-matchups-competitive,2020-02-27 00:00:00,2020-02-28 00:00:00,1288,RV,3.2,48.0,46.0
North Carolina,NBC News/Marist,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-NC-NOS-and-Tables_2002281453.pdf,2020-02-23 00:00:00,2020-02-27 00:00:00,1733,RV,2.9,49.0,45.0
North Carolina,WRAL-TV/SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=c1f1548c-ce9c-4435-87d0-3c70e8348c9a,2020-02-13 00:00:00,2020-02-16 00:00:00,2366,RV,2.5,49.0,45.0
North Carolina,FOX News,https://www.foxnews.com/politics/fox-news-poll-close-races-between-trump-and-democrats-in-north-carolina,2020-11-10 00:00:00,2020-11-13 00:00:00,1504,RV,2.5,45.0,43.0
North Carolina,NY Times/Siena,https://github.com/ndcohn/battleground-poll-2019/blob/master/NC110419%20Crosstabs.pdf,2020-10-13 00:00:00,2020-10-26 00:00:00,651,LV,4.4,46.0,48.0
North Carolina,East Carolina U.,https://surveyresearch.ecu.edu/wp-content/pv-uploads/sites/1566/2018/06/ECU_Poll_Report_Impeachment_Election_October_2019.pdf,2020-10-02 00:00:00,2020-10-09 00:00:00,1076,RV,3.0,50.0,46.0
North Carolina,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2019/10/PPP_Release_NC_100919.pdf,2020-10-04 00:00:00,2020-10-06 00:00:00,963,RV,3.2,51.0,46.0
North Carolina,Civitas/SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55,2020-08-01 00:00:00,2020-08-05 00:00:00,2113,RV,2.7,49.0,41.0
North Carolina,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2019/06/PPP_Release_NC_62019.pdf,2020-06-17 00:00:00,2020-06-18 00:00:00,610,RV,4.0,49.0,46.0
North Carolina,Emerson,https://emersonpolling.reportablenews.com/pr/north-carolina-2020-biden-with-early-lead-on-trump-and-democratic-primary-field,2020-05-31 00:00:00,2020-06-03 00:00:00,932,RV,3.1,56.0,44.0
North Carolina,Civitas/Harper (R),https://gallery.mailchimp.com/259a50ef0a1608ab2bc2cf891/files/5d7077ad-cc75-4b73-a403-1eb607dc7a1b/Election2020_2.19_XTabs.pdf?utm_source=Contacts&utm_campaign=4c13b6213d-EMAIL_CAMPAIGN_2018_02_09_COPY_01&utm_medium=email&utm_term=0_7a6c958a22-4c13b6213d-429150105&mc_cid=4c13b6213d&mc_eid=30a8aa38d9,2020-02-11 00:00:00,2020-02-13 00:00:00,500,LV,4.4,39.0,43.0
North Carolina,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,2020-01-04 00:00:00,2020-01-07 00:00:00,750,RV,3.6,49.0,44.0
Michigan,CNBC/Change Research (D),https://www.cnbc.com/2020/10/06/2020-election-polls-biden-leads-trump-after-debate-coronavirus-diagnosis.html,2020-10-02 00:00:00,2020-10-04 00:00:00,,LV,,51.0,43.0
Michigan,Reuters/Ipsos,https://www.reuters.com/article/us-usa-election-battlegrounds-poll/reuters-ipsos-poll-shows-biden-widening-lead-over-trump-in-michigan-tied-in-north-carolina-idUSKBN26R3ED,2020-09-29 00:00:00,2020-10-06 00:00:00,709,LV,4.0,51.0,43.0
Michigan,Detroit News/WDIV-TV,https://www.clickondetroit.com/decision-2020/2020/10/06/poll-biden-bolsters-lead-over-trump-in-michigan-after-first-debate/,2020-09-30 00:00:00,2020-10-03 00:00:00,600,LV,4.0,48.0,39.0
Michigan,Trafalgar Group (R)*,https://www.thetrafalgargroup.org/news/mi-pres-0920/,2020-09-20 00:00:00,2020-09-22 00:00:00,1015,LV,3.0,46.0,47.0
Michigan,NBC News/Marist,http://maristpoll.marist.edu/wp-content/uploads/2020/09/NBC-News_Marist-Poll_MI-Likely-Voters_NOS-and-Tables_202009251227.pdf,2020-09-19 00:00:00,2020-09-22 00:00:00,799,LV,4.3,52.0,44.0
Michigan,CNBC/Change Research (D),https://changeresearch.com/post/states-of-play-battleground-wave-14/,2020-09-18 00:00:00,2020-09-20 00:00:00,568,LV,,51.0,43.0
Michigan,MRG,https://www.realclearpolitics.com/docs/2020/MRG_Michigan_September_2020.pdf,2020-09-14 00:00:00,2020-09-19 00:00:00,600,LV,4.0,46.0,41.0
Michigan,Univ. of Wis/YouGov,https://madison.com/news/local/govt-and-politics/new-poll-finds-big-gulf-on-top-issues-between-biden-trump-voters-in-battleground-states/article_e6b561d5-c142-535e-8354-139805638fb6.html,2020-09-10 00:00:00,2020-09-21 00:00:00,641,LV,,51.0,45.0
Michigan,Reuters/Ipsos,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_michigan_state_poll_w1_09_22_2020.pdf,2020-09-11 00:00:00,2020-09-16 00:00:00,637,LV,4.4,49.0,44.0
Michigan,EPIC-MRA,https://www.woodtv.com/wp-content/uploads/sites/51/2020/09/September-Statewide-EPIC-MRA-poll-091820.pdf,2020-09-10 00:00:00,2020-09-15 00:00:00,600,LV,4.0,48.0,40.0
Michigan,CNBC/Change Research (D),https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,2020-09-04 00:00:00,2020-09-06 00:00:00,,LV,,49.0,43.0
Michigan,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/elections/election_2020/michigan_biden_51_trump_43,2020-09-02 00:00:00,2020-09-03 00:00:00,1000,LV,3.0,51.0,43.0
Michigan,Detroit News/WDIV-TV,https://www.detroitnews.com/story/news/politics/2020/09/08/poll-biden-lead-michigan-narrows-but-trumps-support-flat/5745071002/,2020-09-01 00:00:00,2020-09-03 00:00:00,600,LV,4.0,47.0,42.0
Michigan,CNBC/Change Research (D),https://changeresearch.com/wp-content/uploads/2020/08/CNBC-CR_Battleground-Toplines_Wave-12_August-21-23-Wave-12_-8_21-8_23.pdf,2020-08-21 00:00:00,2020-08-23 00:00:00,809,LV,,50.0,44.0
Michigan,Trafalgar Group (R),https://www.thetrafalgargroup.org/news/mi-pres-0820/,2020-08-14 00:00:00,2020-08-23 00:00:00,1048,LV,3.0,45.0,47.0
Michigan,CNBC/Change Research (D),https://9b1b5e59-cb8d-4d7b-8493-111f8aa90329.usrfiles.com/ugd/9b1b5e_41d9f1b0245c4c138aa26d496625d005.pdf,2020-08-07 00:00:00,2020-08-09 00:00:00,413,LV,,48.0,43.0
Michigan,Univ. of Wis/YouGov,https://drive.google.com/file/d/1fqH-jLCyrO5lZ6Mugvj_77fXDc9aVHtc/view,2020-07-26 00:00:00,2020-08-06 00:00:00,761,RV,5.1,47.0,43.0
Michigan,EPIC-MRA*,https://www.woodtv.com/wp-content/uploads/sites/51/2020/08/JULY-2020_EPIC-MRA-SURVEY.pdf,2020-07-25 00:00:00,2020-07-30 00:00:00,600,LV,4.0,51.0,40.0
Michigan,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-10,2020-07-24 00:00:00,2020-07-26 00:00:00,382,LV,,46.0,42.0
Michigan,CBS News/YouGov,https://drive.google.com/file/d/1Ohx4niA_F_s-Lrn9Dsr79Gu4kwhX8x6U/view,2020-07-21 00:00:00,2020-07-24 00:00:00,1156,LV,3.4,48.0,42.0
Michigan,Gravis,https://www.gravismarketing.com/michigan-poll-results/,2020-07-22 00:00:00,2020-07-22 00:00:00,754,RV,3.6,51.0,42.0
Michigan,CNN,https://cdn.cnn.com/cnn/2020/images/07/26/rel1_mi.pdf,2020-07-18 00:00:00,2020-07-24 00:00:00,927,RV,3.8,52.0,40.0
Michigan,FOX News,https://static.foxnews.com/foxnews.com/content/uploads/2020/07/Fox_July-18-20-2020_Complete_Michigan_Topline_July-23-Release.pdf,2020-07-18 00:00:00,2020-07-20 00:00:00,756,RV,3.5,49.0,40.0
Michigan,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-9,2020-07-10 00:00:00,2020-07-12 00:00:00,824,LV,,48.0,42.0
Michigan,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-8,2020-06-26 00:00:00,2020-06-28 00:00:00,699,LV,,48.0,43.0
Michigan,Trafalgar Group (R),https://drive.google.com/file/d/1F4fied1xg_S7mIBdgHQHC1t98cYys2ez/view,2020-06-16 00:00:00,2020-06-18 00:00:00,1101,LV,3.0,46.0,45.0
Michigan,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,2020-06-12 00:00:00,2020-06-14 00:00:00,353,LV,,47.0,45.0
Michigan,NY Times/Siena,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,2020-06-08 00:00:00,2020-06-17 00:00:00,610,RV,4.3,47.0,36.0
Michigan,TIPP,https://www.realclearpolitics.com/docs/2020/TIPP_MI_Crosstabs_June_2020.pdf,2020-06-09 00:00:00,2020-06-12 00:00:00,859,LV,,51.0,38.0
Michigan,EPIC-MRA,https://www.freep.com/story/news/politics/elections/2020/06/16/michigan-poll-biden-trump/3190077001/,2020-05-31 00:00:00,2020-06-04 00:00:00,600,LV,4.0,55.0,39.0
Michigan,EPIC-MRA,https://www.freep.com/story/news/politics/elections/2020/06/07/michigan-poll-biden-leading-trump-12-points/3153501001/,2020-05-30 00:00:00,2020-06-03 00:00:00,600,LV,4.0,53.0,41.0
Michigan,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-6,2020-05-29 00:00:00,2020-05-31 00:00:00,620,LV,,48.0,46.0
Michigan,Change Research (D),https://www.changeresearch.com/post/pollercoaster-2020-michigan-voters-on-covid-and-trump-biden,2020-05-11 00:00:00,2020-05-17 00:00:00,3070,LV,1.9,49.0,46.0
Michigan,FOX News,https://www.foxnews.com/politics/fox-news-poll-biden-tops-trump-in-michigan-where-gov-whitmer-is-more-popular-than-president,2020-04-18 00:00:00,2020-04-21 00:00:00,801,RV,3.5,49.0,41.0
Michigan,MRG,https://www.mrgmi.com/2020/03/25/ballot-test-race-for-the-white-house-within-the-margin-of-error-with-biden-on-top/,2020-03-16 00:00:00,2020-03-20 00:00:00,600,LV,4.0,44.0,41.0
Michigan,Yahoo News/YouGov,https://news.yahoo.com/new-yahoo-news-you-gov-poll-shows-biden-crushing-sanders-in-michigan-and-other-battleground-states-ahead-of-tuesdays-primary-180347138.html,2020-03-06 00:00:00,2020-03-08 00:00:00,,RV,,45.0,41.0
Michigan,Monmouth,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_MI_030920/,2020-03-05 00:00:00,2020-03-08 00:00:00,977,RV,3.1,48.0,41.0
Michigan,Univ. of Wis/YouGov,https://news.wisc.edu/battleground-state-poll-1/,2020-02-11 00:00:00,2020-02-20 00:00:00,1249,LV,3.0,47.0,43.0
Michigan,Quinnipiac,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,2020-02-12 00:00:00,2020-02-18 00:00:00,845,RV,3.4,47.0,43.0
Michigan,EPIC-MRA,https://www.freep.com/story/news/politics/elections/2020/01/15/mike-bloomberg-other-democrats-lead-donald-trump-michigan-poll/4469175002/,2020-01-09 00:00:00,2020-01-12 00:00:00,600,LV,4.0,50.0,44.0
Michigan,Detroit News/WDIV-TV,https://www.detroitnews.com/story/news/politics/2020/01/09/biden-bloomberg-have-largest-leads-against-trump-michigan-poll/2846700001/,2020-01-03 00:00:00,2020-01-07 00:00:00,600,LV,4.0,50.0,43.0
Michigan,Emerson,https://emersonpolling.reportablenews.com/pr/michigan-2020-democrats-aim-to-take-back-the-state,2020-10-31 00:00:00,2020-11-03 00:00:00,1051,RV,3.0,56.0,44.0
Michigan,NY Times/Siena,https://github.com/ndcohn/battleground-poll-2019/blob/master/MI110419%20Crosstabs.pdf,2020-10-13 00:00:00,2020-10-25 00:00:00,501,LV,5.1,45.0,44.0
Michigan,EPIC-MRA,https://www.woodtv.com/news/elections/mi-poll-dems-top-trump-but-undecideds-could-tip-scale/,2020-08-17 00:00:00,2020-08-21 00:00:00,600,LV,4.0,51.0,41.0
Michigan,EPIC-MRA,https://www.freep.com/story/news/local/michigan/2019/06/14/donald-trump-behind-joe-biden-michigan-poll/1446377001/,2020-06-08 00:00:00,2020-06-12 00:00:00,600,LV,4.0,52.0,41.0
Michigan,Detroit News/WDIV-TV,https://www.detroitnews.com/story/news/politics/2019/06/05/biden-sanders-democrats-lead-trump-michigan-poll/1330277001/,2020-05-28 00:00:00,2020-05-30 00:00:00,600,LV,4.0,53.0,41.0
Michigan,Emerson,https://emersonpolling.reportablenews.com/pr/michigan-2020-primary-biden-with-strong-lead-but-sanders-waiting-in-the-wings,2020-03-07 00:00:00,2020-03-10 00:00:00,743,RV,3.5,54.0,46.0
Michigan,Detroit News/WDIV-TV,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,2020-01-24 00:00:00,2020-01-26 00:00:00,600,LV,4.0,53.0,40.0
Michigan,EPIC-MRA,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Apr2018_Media_Freq.pdf,2020-04-28 00:00:00,2020-04-30 00:00:00,600,RV,4.0,52.0,39.0
Minnesota,Star Tribune/Mason-Dixon,https://www.mprnews.org/story/2020/09/26/minnesota-poll-biden-holds-on-to-lead-over-trump,2020-09-21 00:00:00,2020-09-23 00:00:00,800,LV,3.5,48.0,42.0
Minnesota,USA Today/Suffolk*,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/9_25_2020_marginals_pdftxt.pdf?la=en&hash=EA09FFF4A22FBF2A04A6A5776C86103A990C9C6A,2020-09-20 00:00:00,2020-09-24 00:00:00,500,LV,4.4,47.0,40.0
Minnesota,ABC News/Wash Post,https://www.langerresearch.com/wp-content/uploads/1216a12020StateBattlegrounds-WIMN.pdf,2020-09-08 00:00:00,2020-09-13 00:00:00,615,LV,4.5,57.0,41.0
Minnesota,CBS News/YouGov,https://drive.google.com/file/d/1HgXF5rfA2yev5hD6mi4sCVgTmof3XPJ4/view,2020-09-09 00:00:00,2020-09-11 00:00:00,1087,LV,,50.0,41.0
Minnesota,NY Times/Siena*,https://int.nyt.com/data/documenttools/crosstabs-MN-NH-NV-WI.pdf/80f8e4634fe6f880/full.pdf,2020-09-08 00:00:00,2020-09-10 00:00:00,814,LV,3.9,50.0,41.0
Minnesota,KSTP/SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=cc902191-9d67-498a-aa9c-d59233e2c85b,2020-09-04 00:00:00,2020-09-07 00:00:00,553,LV,5.2,49.0,40.0
Minnesota,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/09/MinnesotaPoll9420.pdf,2020-09-03 00:00:00,2020-09-04 00:00:00,877,RV,3.3,52.0,44.0
Minnesota,Trafalgar Group (R)*,https://www.thetrafalgargroup.org/news/mn-pres-0820/,2020-08-15 00:00:00,2020-08-18 00:00:00,1141,LV,3.0,47.0,47.0
Minnesota,Emerson,https://emersonpolling.reportablenews.com/pr/minnesota-2020-north-star-state-in-play-for-presidential-and-us-senate-races,2020-08-08 00:00:00,2020-08-10 00:00:00,733,RV,3.6,50.0,47.0
Minnesota,Trafalgar Group (R)*,https://www.thetrafalgargroup.org/news/mn-pres-0720/,2020-07-23 00:00:00,2020-07-25 00:00:00,1129,LV,2.8,49.0,44.0
Minnesota,FOX News,https://static.foxnews.com/foxnews.com/content/uploads/2020/07/Fox_July-18-20-2020_Complete_Minnesota_Topline_July-23-Release.pdf,2020-07-18 00:00:00,2020-07-20 00:00:00,776,RV,3.5,51.0,38.0
Minnesota,Gravis,https://www.gravismarketing.com/wp-content/uploads/2020/06/Minnesota-June-19-2020.pdf,2020-06-19 00:00:00,2020-06-19 00:00:00,600,RV,4.0,58.0,42.0
Minnesota,Star Tribune/Mason-Dixon,https://www.startribune.com/star-tribune-mpr-news-kare-11-minnesota-poll-presidential-race/570571341/,2020-05-18 00:00:00,2020-05-20 00:00:00,800,RV,3.5,49.0,44.0
Minnesota,Star Tribune/Mason-Dixon,http://www.startribune.com/minnesota-poll-trump-vs-democratic-candidates/563150861/,2020-10-14 00:00:00,2020-10-16 00:00:00,800,RV,3.5,50.0,38.0
Oklahoma,Sooner Poll*,https://www.news9.com/story/5f59550d63eff90bb410d489/poll:-president-holds-commanding-lead-in-oklahoma-over-biden,2020-09-02 00:00:00,2020-09-08 00:00:00,486,LV,,35.0,60.0
Missouri,Missouri Scout,https://www.realclearpolitics.com/docs/2020/Missouri_Scout_October_2020.pdf,2020-09-30 00:00:00,2020-10-01 00:00:00,980,LV,3.3,46.0,51.0
Missouri,Missouri Scout,https://www.realclearpolitics.com/docs/2020/MO_Scout_September_2020.pdf,2020-09-16 00:00:00,2020-09-17 00:00:00,1046,LV,3.0,45.0,53.0
Missouri,WeAskAmerica,http://www.weaskamerica.com/surveys/missouri-statewide-general-election-survey-results-el9mz,2020-09-01 00:00:00,2020-09-03 00:00:00,500,LV,4.4,44.0,49.0
Missouri,Trafalgar Group (R)*,https://www.thetrafalgargroup.org/news/mo-pres-0820/,2020-08-26 00:00:00,2020-08-28 00:00:00,1015,LV,3.0,41.0,52.0
Missouri,SLU/YouGov,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/june-2020-poll/trump-biden.php,2020-06-23 00:00:00,2020-07-01 00:00:00,900,LV,4.0,43.0,50.0
Missouri,Missouri Scout,https://www.realclearpolitics.com/docs/2020/Missouri_Scout_June_2020.pdf,2020-06-10 00:00:00,2020-06-11 00:00:00,1152,LV,2.9,43.0,51.0
Missouri,WeAskAmerica,http://www.weaskamerica.com/surveys/missouri-statewide-general-election-survey-results,2020-05-26 00:00:00,2020-05-27 00:00:00,500,LV,4.4,44.0,48.0
Maine CD1,Bangor Daily News*,https://drive.google.com/file/d/1rgOpdiCIcbEBjnt2pVvQO7ztkbfsNB90/view,2020-09-25 00:00:00,2020-10-04 00:00:00,232,LV,,62.0,30.0
Maine CD1,Colby College,http://www.colby.edu/government/2020-polling/,2020-09-17 00:00:00,2020-09-23 00:00:00,416,LV,,54.0,36.0
Maine CD1,Boston Globe/Suffolk*,https://www.realclearpolitics.com/docs/2020/Suffolk_Maine_September_2020.pdf,2020-09-17 00:00:00,2020-09-20 00:00:00,267,LV,,54.0,33.0
Maine CD1,Quinnipiac,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,2020-09-10 00:00:00,2020-09-14 00:00:00,,LV,,64.0,32.0
Maine CD1,Bangor Daily News,https://drive.google.com/file/d/1QvLIr-Xi1OsOA_Ulz6jtWJnCZSN-1JyH/view,2020-07-28 00:00:00,2020-08-09 00:00:00,249,RV,,49.0,33.0
Maine CD1,Quinnipiac,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3670,2020-07-30 00:00:00,2020-08-03 00:00:00,,RV,,61.0,30.0
Maine CD1,Colby College,http://www.colby.edu/government/2020-polling/,2020-07-18 00:00:00,2020-07-24 00:00:00,425,LV,,55.0,35.0
Maine CD1,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2019/10/PPP_Release_ME_101519.pdf,2020-10-11 00:00:00,2020-10-13 00:00:00,461,LV,,58.0,38.0
